# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 880 40 24142 1265
p 2 0 872 48 19645 1212
p 2 0 874 46 22502 1237
p 2 0 883 37 21355 1232
p 2 0 841 79 20942 1187
p 2 0 883 37 19952 1203
p 2 0 860 60 22209 1219
p 2 0 890 30 19784 1214
p 2 0 882 38 22551 1227
p 2 0 873 47 19790 1204
i 2 920 0 0 40979 4300
p 2 0 904 16 6082 1167
p 2 0 897 23 10086 1213
p 2 0 905 15 10275 1211
p 2 0 911 9 8404 1220
p 2 1 902 17 10773 1230
p 2 0 910 10 8890 1220
p 2 0 897 23 10592 1228
p 2 0 906 14 8843 1223
p 2 0 883 37 11096 1230
p 2 0 893 27 10269 1224
p 2 0 894 26 8750 1214
p 2 3 910 7 11817 1315
p 2 0 895 25 8364 1203
p 2 0 910 10 8973 1225
p 2 3 898 19 11922 1302
p 2 0 904 16 8237 1240
p 2 0 888 32 8942 1213
p 2 18 890 12 22060 1664
p 2 0 897 23 8113 1222
p 2 0 909 11 8996 1244
p 2 24 871 25 24045 1707
p 2 0 907 13 7925 1247
p 2 0 900 20 9125 1245
p 2 44 862 14 23804 1770
p 2 0 897 23 8272 1245
p 2 0 904 16 8512 1235
p 2 40 860 20 23850 1749
p 2 0 911 9 7819 1233
p 2 0 904 16 8937 1231
p 2 0 899 21 8817 1221
p 2 0 898 22 9317 1219
p 2 0 907 13 9160 1215
p 2 17 883 20 26375 1776
p 2 0 897 23 7967 1236
p 2 0 901 19 8636 1234
p 2 19 893 8 27824 1874
p 2 0 902 18 8487 1257
p 2 0 912 8 8842 1237
p 2 37 875 8 29885 2003
p 2 0 903 17 7853 1258
p 2 0 899 21 9177 1238
p 2 58 858 4 32358 2152
p 2 0 905 15 8445 1276
p 2 0 905 15 9080 1225
p 2 0 904 16 9389 1228
p 2 0 908 12 9775 1219
p 2 0 905 15 9543 1228
p 2 0 914 6 9492 1214
p 2 0 908 12 9997 1226
p 2 0 916 4 10033 1228
p 2 0 900 20 9231 1210
p 2 0 904 16 9888 1225
p 2 0 908 12 10370 1231
i 2 920 0 0 39346 4048
p 2 0 916 4 9395 1136
p 2 0 909 11 9554 1157
p 2 0 909 11 9612 1175
p 2 0 909 11 9792 1166
p 2 0 906 14 9697 1157
p 2 0 900 20 12902 1189
p 2 0 894 26 9970 1159
p 2 0 905 15 9796 1160
p 2 0 892 28 12670 1186
p 2 0 901 19 9866 1170
p 2 0 896 24 9873 1163
p 2 0 891 29 12757 1174
p 2 0 902 18 9820 1154
p 2 0 911 9 9988 1167
p 2 0 892 28 13386 1201
p 2 0 896 24 9889 1160
p 2 0 901 19 9879 1153
p 2 0 900 20 10040 1147
p 2 0 905 15 9895 1169
p 2 0 904 16 10263 1155
p 2 0 901 19 10093 1159
p 2 0 906 14 10633 1166
p 2 0 905 15 10083 1172
p 2 0 897 23 10478 1167
p 2 0 902 18 9877 1164
p 2 0 892 28 10180 1161
p 2 0 907 13 9779 1160
p 2 0 894 26 10340 1154
p 2 0 904 16 9811 1154
p 2 0 896 24 10187 1172
p 2 0 906 14 9799 1158
p 2 0 881 39 10181 1144
p 2 0 908 12 9737 1158
p 2 0 894 26 10241 1150
p 2 0 892 28 9785 1150
p 2 0 902 18 10190 1163
p 2 0 898 22 9728 1165
p 2 0 889 31 10062 1142
p 2 0 890 30 9698 1156
p 2 0 903 17 10114 1145
p 2 0 896 24 9971 1174
p 2 0 892 28 10278 1142
p 2 0 899 21 9819 1152
p 2 0 892 28 10221 1128
p 2 0 894 26 9822 1155
p 2 0 894 26 10278 1145
p 2 0 892 28 9956 1165
i 2 920 0 0 47400 4508
p 2 0 791 129 9007 1099
p 2 0 786 134 10937 1148
p 2 0 789 131 15880 1207
p 2 0 792 128 10997 1156
p 2 0 793 127 11348 1155
p 2 1 796 123 15554 1222
p 2 0 799 121 11380 1172
p 2 0 778 142 11110 1145
p 2 2 788 130 15266 1216
p 2 0 791 129 11241 1168
p 2 0 789 131 11268 1174
p 2 3 793 124 15214 1236
p 2 0 798 122 11095 1154
p 2 0 798 122 11209 1194
p 2 0 795 125 14869 1222
p 2 0 793 127 11123 1169
p 2 0 799 121 11219 1170
p 2 0 782 138 14723 1201
p 2 0 782 138 11096 1169
p 2 0 795 125 11110 1184
p 2 0 792 128 14737 1223
p 2 0 788 132 11381 1173
p 2 0 797 123 11407 1182
p 2 2 790 128 16362 1252
p 2 0 790 130 11237 1168
p 2 0 795 125 11401 1175
